,star_key
3746,291.24924_45.92149
3747,296.92361_43.56647
3748,295.93921_44.83738
3750,287.95279_46.33176
3751,287.80408_43.16896
3752,300.18863_46.18577
3753,289.80322_38.36669
3754,285.72849_42.65453
3755,285.72849_42.65453
3756,285.5921_39.20627
3757,290.31589_37.97778
3759,291.67682_38.87491
3762,283.29214_45.43411
3763,297.1243_47.03702
3764,294.46231_38.38191
3765,297.285_49.21246
3766,292.32645_38.65758
3769,284.74942_48.55813
3771,290.60129_41.26902
3772,295.10251_46.73292
3774,297.75125_40.64739
3775,295.64212_48.77307
3776,285.81662_49.3527
3777,298.84119_44.74989
3778,291.55807_38.54622
3779,295.31842_40.20896
3780,290.33362_37.91117
3782,292.92432_38.44228
3783,292.6069_45.70141
3784,291.56772_38.26711
3785,298.67731_41.64028
3786,295.5571_40.32121
3788,289.71487_39.28387
3790,294.20068_46.32722
3792,291.71054_38.96273
3793,286.97128_44.7083
3794,289.79135_40.29943
3795,291.91916_39.02227
3796,290.29623_47.99036
3797,284.34839_40.72826
3798,291.1781_47.32294
3800,294.78763_43.73902
3801,298.89877_47.46309
3802,292.93121_45.40427
3803,292.03525_38.94591
3805,286.57617_41.74146
3806,299.0473_46.68557
3809,290.91934_37.28717
3810,286.60889_41.88934
3812,296.40375_39.72265
3815,295.60934_45.48445
3816,294.94858_46.43864
3817,287.63547_45.71606
3818,288.397_40.21319
3819,295.53394_39.76225
3820,294.09555_38.88506
3821,297.34418_39.88501
3822,292.79333_45.62826
3824,298.90161_42.2128
3825,293.70847_38.95801
3829,290.79037_41.26461
3830,289.98096_43.29949
3831,290.6102_41.4704
3833,295.16098_42.79913
3834,288.07648_43.95849
3835,298.51794_39.92444
3838,299.53479_40.47778
3840,293.58087_40.42747
3841,298.94785_43.53971
3843,292.85916_38.43193
3844,288.94131_44.59392
3848,289.97617_38.45049
3849,291.3591_38.71891
3851,292.74493_41.93486
3852,298.03653_39.90601
3853,291.81998_41.11248
3855,286.97745_38.89876
3856,293.85065_38.39775
3857,287.25095_44.94631
3859,286.05939_45.5168
3860,298.79892_42.35339
3861,296.11276_39.6116
3862,298.87418_43.44089
3863,299.83664_45.78073
3864,295.54755_46.28768
3866,283.72379_40.23756
3868,298.65271_43.95502
3870,295.67188_40.18037
3872,283.72955_40.78903
3873,296.12457_49.72667
3874,290.35706_41.76162
3875,295.77768_50.14902
3877,290.30371_37.92419
3879,298.56668_40.12824
3880,294.20786_39.68012
3887,295.42047_40.84266
3888,297.22046_47.74825
3889,299.86182_45.82735
3891,294.25079_38.40424
3892,296.99017_47.13066
3894,295.2811_40.13286
3896,287.37125_39.60357
3897,294.20786_39.68012
3898,294.20786_39.68012
3899,294.20786_39.68012
3901,294.20786_39.68012
3902,300.48816_44.46067
3905,295.50211_38.98354
3906,295.32983_42.53496
3907,297.50562_39.7568
3909,290.86606_40.90158
3912,298.92361_40.74954
3913,291.8269_41.7099
3915,297.78012_41.20923
3916,290.15723_38.52438
3917,301.72076_44.41206
3918,289.37668_41.15867
3919,286.40723_44.52736
3920,286.38693_47.01663
3925,288.93597_49.36014
3928,292.33884_38.84491
3932,294.33847_50.33654
3933,300.93539_45.59654
3934,290.64301_48.8875
3935,292.16486_37.27574
3936,295.55756_46.17224
3937,298.47058_41.06625
3938,291.36423_43.38592
3939,287.7627_43.27443
3941,292.67294_38.58997
3942,289.20834_50.61599
3944,285.72272_43.00948
3946,294.05481_39.84525
3947,294.05481_39.84525
3949,292.27774_39.46107
3950,285.41061_44.41221
3953,292.58865_38.80143
3955,289.91635_43.50767
3956,295.5596_46.17804
3957,294.74988_49.66344
3960,296.34799_44.50196
3962,296.159_44.56311
3963,298.20261_44.92583
3964,294.05481_39.84525
3966,287.24524_38.68808
3968,297.66504_40.68199
3969,297.66504_40.68199
3970,287.82489_45.34808
3972,283.72427_46.87911
3974,288.19992_46.14942
3975,291.97629_37.66865
3976,297.16177_41.77582
3977,289.85889_48.69385
3978,292.98834_49.48497
3979,289.90698_42.0462
3980,292.15866_49.63776
3983,292.67773_49.66391
3984,292.77893_40.79563
3985,284.69278_44.01021
3986,291.34879_51.25612
3987,285.5575_49.33007
3988,289.92145_46.74456
3990,292.01379_42.28875
3992,294.86813_44.2832
3993,290.63043_44.5656
3996,283.47574_41.77532
3998,292.69855_37.77848
3999,282.92773_42.80608
4000,287.22513_44.89984
4001,287.96655_46.33849
4003,297.72214_48.71026
4005,284.96851_42.0792
4008,294.63989_50.33419
4009,290.33072_37.88209
4011,289.44867_41.73141
4012,290.84921_38.63184
4013,294.62097_49.89415
4014,284.53635_48.74961
4015,287.13489_47.48862
4018,294.11237_46.25271
4019,293.74326_45.76159
4020,290.74432_43.26078
4022,294.71292_46.57622
4023,287.08749_42.66867
4025,298.29953_44.78899
4026,288.2327_48.00218
4027,294.91577_46.48532
4028,300.56305_43.98007
4029,298.01016_43.37159
4030,298.94901_43.44172
4031,298.85892_46.69721
4036,291.19559_38.78808
4038,298.05338_40.21074
4040,291.24866_40.22135
4042,295.66324_38.71824
4043,289.07397_40.36601
4045,293.48825_39.69633
4046,292.91196_47.47504
4048,286.7937_44.63856
4050,293.20773_41.69858
4052,288.46909_46.78368
4053,286.22089_41.15125
4054,291.39938_38.78775
4055,284.9725_44.56755
4059,288.44305_42.45676
4060,295.19983_46.73173
4063,288.0498_46.35833
4065,285.17334_48.77004
4066,287.36404_47.78521
4067,293.98871_46.71802
4068,290.49988_40.28769
4069,296.47104_51.21522
4070,288.05292_38.93792
4073,285.47534_38.09936
4074,292.13428_46.20242
4078,292.80865_49.57944
4079,290.70651_48.22656
4080,281.89813_42.28587
4081,282.33563_42.84544
4082,291.2276_38.77135
4083,292.96982_45.90558
4086,292.95526_47.5731
4087,298.48425_41.06921
4092,293.80884_48.36562
4093,294.4418_40.57168
4096,297.83713_42.07937
4098,299.41986_47.56283
4100,291.36188_49.02198
4101,293.29227_38.2118
4102,296.10406_42.34259
4103,294.45569_46.74356
4104,288.57358_51.47275
4106,297.33377_39.44759
4107,291.21338_42.6256
4110,288.302_47.77555
4111,285.17334_48.77004
4115,295.07507_44.38299
4117,291.36188_49.02198
4118,291.36188_49.02198
4119,294.48499_38.35286
4122,282.25021_44.92111
4123,290.58612_46.64269
4125,295.88568_39.31599
4126,293.20139_45.4544
4127,297.95297_40.80681
4128,295.22089_46.82388
4129,288.09009_46.32295
4130,296.20578_44.66045
4131,293.72528_39.51197
4133,293.42361_42.91764
4134,293.95221_45.31826
4135,291.98572_45.21144
4138,291.40781_48.01789
4139,289.75626_39.57645
4142,298.00357_48.56424
4143,288.79703_42.1689
4145,296.2478_44.07679
4146,294.7005_46.57313
4148,283.58762_40.57493
4151,293.28802_43.51499
4152,293.79684_45.16073
4155,296.51666_44.60861
4156,299.20667_45.64547
4157,288.66077_43.36808
4159,293.6228_41.96649
4163,299.08536_40.77453
4167,286.69522_40.29181
4169,294.33847_50.33654
4170,286.04739_38.97985
4171,289.18265_47.87338
4174,296.63315_39.32714
4175,299.08658_45.77682
4178,287.93719_46.41849
4180,294.99649_39.62992
4181,287.39777_43.41434
4182,291.61646_48.77564
4183,296.04196_48.68135
4184,287.25299_45.90934
4186,290.44476_48.46289
4187,285.28363_38.94728
4189,291.18927_38.73116
4194,292.68515_41.90592
4196,296.45776_41.26602
4198,288.86853_39.49613
4201,284.56689_49.01255
4202,287.56268_45.67901
4203,299.3028_41.44102
4204,290.27658_41.26934
4205,297.05902_49.4785
4206,285.70346_44.422
4208,296.06665_39.93801
4209,299.0098_46.68474
4210,295.46341_46.01123
4213,286.78354_44.73737
4214,286.58829_44.64041
4215,289.75229_41.6346
4217,294.01822_38.22629
4220,289.61856_47.55797
4230,292.14804_44.70414
4231,285.56747_38.04069
4232,298.91083_42.18504
4233,295.66672_43.37035
4234,290.57632_41.54619
4236,293.52997_45.66433
4239,293.94012_40.44719
4241,300.23587_44.76952
4245,293.72_39.44645
4246,289.26575_40.25548
4249,290.16418_41.78263
4252,297.27087_46.92842
4253,291.20007_39.05398
4254,294.91486_43.86243
4258,283.21274_45.34986
4261,290.0632_41.81522
4262,298.96481_44.45277
4263,284.87134_49.77591
4264,282.61804_46.78752
4267,287.08252_46.10407
4268,288.84711_39.93431
4269,297.77899_39.776
4274,289.75229_41.6346
4280,292.79254_47.57672
4281,295.49011_39.10586
4282,297.85822_41.33023
4284,286.35922_42.22748
4285,288.84711_39.93431
4286,295.17538_45.93091
4288,294.46487_39.72539
4289,288.39529_39.87263
4290,287.82877_42.06164
4293,300.9288_44.35629
4294,299.13779_43.49864
4295,290.51785_41.23876
4297,295.7023_43.90093
4298,290.35947_41.55205
4302,295.19534_39.92725
4303,289.74673_50.99371
4304,291.9281_41.96844
4308,287.64566_48.63882
4309,291.21246_50.45356
4318,289.75229_41.6346
4320,286.33011_39.68318
4321,288.53769_43.2589
4325,293.26266_46.30888
4332,298.4985_41.08337
4334,291.78796_42.8341
4335,290.51251_43.10128
4336,289.77826_38.26274
4337,282.24762_45.93078
4340,288.74072_49.54302
4341,295.45059_50.54211
4342,291.25027_45.65507
4347,296.20569_44.49899
4348,292.77634_38.39397
4350,289.2247_40.26082
4353,295.85498_44.3016
4354,295.85782_41.41569
4355,291.06143_50.22694
4357,289.72168_45.43976
4358,289.5531_41.05693
4359,289.75229_41.6346
4360,294.85272_43.68646
4362,291.54214_48.99119
4364,286.54364_45.30487
4369,293.73605_38.94004
4371,297.23672_40.03404
4372,292.51468_38.02206
4373,298.22543_40.78399
4374,292.46387_41.29907
4375,288.23523_40.61284
4376,291.39969_44.4731
4377,286.37827_43.07325
4380,291.27859_42.53738
4384,290.16943_41.54974
4385,286.83643_46.28851
4387,296.52655_39.49091
4389,289.97791_50.66826
4390,290.3602_44.27336
4392,292.83698_47.55394
4393,295.30386_43.05968
4396,300.94925_45.24795
4397,293.06857_42.95721
4398,291.16476_48.05243
4400,294.51309_46.50076
4404,289.5484_40.1642
4405,295.33606_40.39213
4406,288.03705_39.20899
4408,297.81274_45.50868
4409,290.03314_38.42686
4410,289.07382_40.97753
4412,288.95825_44.578
4420,300.29211_44.73104
4421,285.43997_45.01156
4423,291.00818_50.25559
4425,284.91156_39.29862
4428,292.97867_42.05649
4430,298.75528_40.66522
4431,281.04361_42.97576
4433,286.37338_37.919
4436,284.34848_40.69066
4437,292.32425_42.88496
4445,294.88538_39.0842
4447,289.94693_41.80282
4450,287.0574_37.99137
4453,291.12354_42.66335
4454,291.75128_38.03443
4457,287.14621_47.18353
4459,294.88477_46.64659
4463,284.49561_44.98812
4465,289.75653_46.95289
4466,298.23792_48.17576
4467,292.25284_38.60899
4468,291.61011_42.81046
4469,295.14267_39.93071
4471,299.51422_41.22059
4472,293.72696_39.0368
4473,290.96017_50.28468
4474,295.18976_42.52332
4475,286.78522_38.15164
4476,296.50925_44.62591
4477,293.4678_48.12608
4480,295.29333_40.18331
4481,287.07892_43.06877
4482,294.02347_39.92408
4483,297.19739_46.22826
4486,296.05984_42.65604
4487,295.56357_39.4176
4488,290.96243_50.27263
4489,289.94019_50.65277
4490,298.12234_40.46235
4492,287.97504_46.35326
4493,294.15503_46.57571
4494,282.19479_46.52289
4496,296.58755_47.20716
4497,298.23517_48.49789
4499,293.21414_45.82597
4506,286.94647_38.88519
4508,289.75229_41.6346
4509,289.10422_41.69014
4510,296.02225_44.73266
4511,296.62296_47.29114
4515,298.93066_40.4191
4518,296.09058_50.40877
4524,289.15082_46.34415
4525,285.5578_44.01079
4526,283.01282_42.72368
4527,292.92276_38.47728
4531,297.32889_47.81547
4533,295.10959_41.07579
4534,298.46381_40.21681
4536,295.58548_39.29926
4540,290.26178_37.78719
4542,297.62054_40.76302
4543,286.0275_37.89447
4545,291.28296_43.60824
4546,291.28296_43.60824
4550,285.83047_43.19839
4552,289.43906_41.49298
4553,293.81812_45.20153
4557,298.67377_43.79548
4558,299.54672_40.68191
4565,294.89734_40.79817
4567,296.39752_42.39692
4568,294.4873_42.00692
4570,287.23569_38.75416
4572,295.19992_46.81462
4573,301.57855_44.31218
4578,292.50577_49.33196
4580,285.92587_39.66921
4582,298.40298_45.29723
4583,295.71942_45.74756
4584,285.28674_40.34234
4588,292.92276_38.47728
4589,287.23569_38.75416
4595,299.46524_40.89109
4601,291.37064_47.43551
4603,291.38626_40.18026
4606,283.43576_47.06686
4609,300.02124_46.09078
4610,298.89642_40.47701
4613,294.66592_46.66585
4614,289.83121_44.60986
4615,298.48325_40.58595
4616,295.04855_45.34268
4617,288.97574_41.27912
4620,289.07837_39.70882
4621,286.7695_45.23413
4624,290.36142_46.66133
4627,292.34503_41.58529
4628,295.31754_40.19064
4629,294.17792_46.19171
4631,286.85983_46.62551
4634,293.82135_39.39135
4635,299.26376_40.26374
4636,286.54001_49.43733
4637,296.11771_48.66411
4638,297.983_48.55565
4639,290.30505_41.83846
4640,287.58789_45.59849
4641,286.46796_39.65232
4642,288.43149_45.91887
4643,296.78345_40.22911
4646,291.73026_38.41146
4649,289.42395_46.72617
4650,289.87814_38.42727
4653,289.7605_45.45561
4654,280.90244_42.93572
4655,301.27869_44.25053
4658,291.43582_40.35881
4662,290.73477_49.08664
4663,285.28363_38.94728
4667,297.68759_40.67036
4669,297.70941_41.02815
4671,299.69125_40.85596
4672,290.25375_37.92691
4673,295.13477_46.76965
4674,297.34738_44.02694
4675,295.95798_49.04101
4678,290.80301_42.34441
4679,296.4621_43.45973
4681,295.66525_40.36374
4685,295.77237_48.53656
4687,282.67715_46.15285
4688,298.80429_42.16416
4689,299.81876_43.82574
4690,294.76459_39.76272
4691,283.85147_47.24366
4692,283.00296_44.28423
4693,297.38513_47.54341
4696,289.64343_50.72709
4700,288.69501_39.8832
4701,291.96497_41.12216
4705,291.41714_40.48592
4706,285.31628_38.68662
4710,285.66937_49.43991
4711,290.9288_37.08525
4712,291.72806_42.68041
4714,287.8674_50.59558
4719,298.50607_46.94803
4720,282.17203_43.69651
4722,291.50812_45.37016
4723,289.61075_41.01949
4725,291.9837_38.59541
4726,294.0827_39.5561
4728,294.59283_45.28772
4729,289.64139_39.78803
4730,287.55508_46.68224
4731,286.66867_45.2083
4734,298.75122_46.63626
4735,289.23987_44.99358
4738,290.21667_44.77968
4739,296.40448_44.36746
4740,294.06802_43.93687
4742,293.94794_40.45582
4745,282.87473_41.83673
4748,287.43542_39.69299
4751,295.25244_42.89611
4752,296.66177_43.81143
4753,299.33368_43.71782
4755,291.95251_41.95991
4756,298.03253_42.20034
4759,293.6203_42.08187
4762,297.79987_40.34928
4765,293.09384_39.97458
4766,285.36658_39.28008
4768,298.68402_41.83149
4769,293.17435_40.95081
4771,294.64285_46.54941
4773,299.13177_48.06171
4774,297.04388_41.28401
4776,292.26559_39.12984
4780,298.33893_41.07348
4781,298.54089_40.47164
4782,293.69415_38.99563
4786,288.61053_49.96863
4787,291.12454_37.98651
4790,295.85056_39.94719
4793,295.27487_40.19508
4795,290.77032_45.49805
4796,292.91702_40.09243
4797,291.25562_48.84692
4801,298.82587_46.95667
4802,292.20465_40.48563
4803,291.43143_38.65439
4804,286.12555_47.94761
4806,281.64581_41.95109
4807,292.17496_44.78399
4810,292.78592_46.80841
4811,290.74271_43.60443
4813,285.90179_39.65441
4816,296.82028_42.5142
4817,296.28137_39.87497
4821,298.79605_46.72286
4823,293.71948_50.18203
4824,286.94531_43.82277
4825,283.7706_42.02724
4826,283.21161_41.03806
4827,291.03217_38.70391
4828,291.35443_40.58888
4833,288.97589_43.09918
4834,285.80185_45.21683
4836,298.98892_47.76143
4838,287.70197_51.22973
4839,294.81012_44.25597
4841,294.06641_42.48684
4842,290.34805_47.96519
4844,281.28546_43.51548
4845,299.05002_41.53745
4846,299.06454_40.51558
4847,293.68362_38.99487
4848,293.70248_38.97545
4851,295.37604_46.04759
4852,293.76151_38.99921
4854,292.44135_49.31641
4856,300.01501_40.52702
4857,288.52698_42.17891
4858,297.63947_47.44587
4862,292.17099_41.62129
4863,297.59494_40.59414
4866,295.07965_39.96253
4867,296.9136_40.25826
4868,294.76862_46.37421
4869,298.52206_48.03292
4870,292.92532_38.48099
4871,283.0733_41.53867
4872,295.8093_40.00851
4873,291.72198_41.84247
4874,298.79532_46.67045
4876,291.99976_49.30181
4877,296.9025_47.62828
4880,293.45609_41.04585
4882,289.00632_39.09334
4883,283.98633_41.65041
4885,288.88333_39.74456
4887,301.14603_44.86966
4888,294.15952_45.37592
4889,286.63553_39.48862
4891,291.17059_38.76521
4892,283.07404_41.54088
4895,296.7345_39.18611
4897,296.22293_47.92392
4904,297.4809_46.58914
4906,289.91852_42.00143
4907,301.4693_44.15965
4908,295.04559_41.10421
4909,296.10791_39.31991
4910,295.16721_38.63708
4911,285.43805_47.90345
4912,291.54391_42.63899
4913,292.71317_38.36966
4914,298.13965_41.41723
4915,295.36603_46.37723
4916,295.88522_42.62188
4918,294.14371_38.87739
4919,290.20575_37.76914
4921,293.2088_46.17306
4922,300.15649_46.20332
4923,297.9382_46.8814
4924,283.55252_48.22294
4926,292.93295_40.9864
4929,292.53055_42.21465
4930,286.23264_38.20289
4937,289.71201_50.12821
4939,285.51688_41.53432
4940,293.21356_46.17513
4943,294.37128_44.92476
4945,298.06189_40.95729
4947,294.08777_42.48967
4948,295.83835_41.42732
4949,292.2677_47.3948
4950,298.34192_45.40767
4951,284.81525_47.39263
4953,292.28778_38.27425
4954,281.18024_46.9299
4955,283.1319_43.95597
4958,291.46149_38.00181
4960,291.41833_42.57982
4961,292.52029_48.12353
4962,292.17368_44.66286
4964,298.07739_47.34658
4966,289.69705_39.37164
4967,294.48639_46.67615
4968,286.28845_43.61434
4969,298.9068_41.83563
4970,291.35696_42.49364
4971,299.13101_41.5899
4972,295.21167_42.78629
4973,295.21167_42.78629
4975,286.2449_42.14643
4976,295.03052_40.95815
4977,283.91565_47.78457
4979,298.09543_44.73706
4980,300.01813_46.02627
4981,295.20386_42.43045
4983,298.1897_41.67919
4984,287.63705_42.53082
4985,293.14578_42.62416
4987,292.00204_41.78696
4988,286.73605_41.59028
4989,293.23318_46.60015
4991,293.21356_46.17513
4992,297.77277_48.09811
4993,288.28284_39.99222
4994,293.27213_41.95142
4995,287.88483_41.87935
4996,295.68814_42.97058
4998,290.91254_43.92989
4999,287.40515_49.45629
5000,286.66296_47.4137
5001,293.79739_46.56179
5002,293.72311_38.96983
5004,292.42444_48.15959
5007,293.44366_46.47151
5008,290.1499_41.4646
5009,292.33035_37.99706
5011,289.71146_41.52971
5014,299.66415_43.76299
5016,281.7179_44.87399
5017,291.01138_41.90698
5018,284.51367_45.1203
5019,295.23196_38.92592
5020,297.46631_47.02323
5021,297.46631_47.02323
5022,290.85931_38.63659
5023,291.44626_38.63978
5024,298.06769_49.4126
5025,290.59039_45.43971
5026,284.29694_49.15868
5029,289.297_41.28549
5033,296.672_50.15011
5034,288.56152_46.53605
5035,290.13007_41.5998
5036,293.25281_46.05163
5037,284.2572_45.11867
5038,297.78775_47.09833
5040,294.70926_46.38472
5041,290.55255_40.68876
5042,287.98795_38.89175
5043,295.5061_44.11054
5044,298.13141_41.95099
5045,289.8569_46.78993
5046,287.98959_38.89038
5047,298.05832_40.94307
5049,293.57437_48.00744
5051,295.49811_38.6445
5052,295.49811_38.6445
5057,298.11887_40.37505
5059,292.01721_41.56281
5060,287.60559_49.52326
5062,293.46356_42.88406
5063,283.89862_42.29999
5064,294.92371_47.24999
5066,292.37616_37.65746
5068,295.61038_43.26042
5069,287.15167_42.11038
5071,299.33994_40.92536
5072,295.81686_44.00568
5074,288.31876_51.72536
5075,284.85162_45.86351
5077,299.37268_41.23667
5078,291.285_40.73005
5079,294.19629_38.83712
5080,286.64642_49.93778
5081,283.79782_46.931
5082,297.16977_50.14737
5086,298.0834_40.34621
5087,286.55807_38.40537
5090,294.43863_48.98524
5093,295.46201_39.08439
5094,296.33862_48.75758
5095,293.07062_48.38774
5096,294.35663_45.19501
5097,283.23581_41.34304
5098,281.97125_43.67277
5099,286.64642_49.93778
5100,288.65695_41.39953
5101,281.29581_44.4654
5105,297.49515_41.4147
5107,294.91699_45.68068
5108,292.72137_41.90492
5111,283.69891_40.76804
5112,297.19037_46.82648
5113,286.84851_39.30494
5114,295.21747_39.91004
5115,292.02689_49.20718
5116,285.60254_50.11204
5117,285.9259_41.09082
5119,300.78394_44.19256
5120,300.78394_44.19256
5126,288.59711_41.03643
5132,293.7674_42.82921
5134,298.95914_48.25782
5135,284.35217_40.71471
5136,290.42529_46.88994
5137,288.45081_40.43245
5138,283.31787_48.4046
5139,293.66934_46.29746
5140,294.38858_43.69054
5141,296.17761_41.01412
5142,296.45337_49.78655
5145,299.06943_40.51566
5147,293.83688_40.41045
5148,289.66489_50.02004
5149,284.49628_41.32589
5150,288.54913_38.56523
5152,282.65741_43.16252
5153,286.13077_38.77963
5154,297.61118_40.6508
5156,296.86246_46.54549
5157,292.66357_46.11494
5158,290.48871_40.72518
5159,290.80344_45.16978
5160,293.23383_46.59825
5161,296.05759_42.11093
5162,295.24097_40.1576
5163,295.39136_40.21677
5164,298.55057_41.04077
5165,285.60254_50.11204
5166,290.81393_39.81906
5167,289.66489_50.02004
5169,290.63657_48.99608
5171,294.10391_45.00142
5172,294.69406_45.86684
5178,298.0231_43.36352
5179,288.97165_44.62453
5180,294.32257_50.74169
5183,289.8288_45.10276
5186,289.02493_42.93593
5187,296.11542_51.00711
5188,299.63028_41.03569
5189,298.91333_47.65787
5190,297.34164_46.54336
5191,295.94827_44.75312
5193,286.216_37.42524
5195,284.5321_43.98996
5199,300.31619_45.49538
5201,300.31619_45.49538
5204,288.4212_43.17979
5206,299.8363_40.88673
5208,295.82376_44.79591
5210,295.30023_40.18335
5211,293.04837_39.72535
5212,300.78192_44.19405
5216,281.29855_42.68575
5220,293.1651_41.74623
5221,291.00095_42.62223
5222,297.81793_46.76421
5223,293.97394_45.3507
5226,296.19614_45.63433
5227,296.19614_45.63433
5228,295.6088_38.73574
5229,297.72504_40.64431
5230,288.97165_44.62453
5231,297.72504_40.64431
5232,296.35461_41.33556
5234,299.21945_40.21231
5235,292.53125_46.7287
5236,292.46249_37.44262
5237,292.82809_41.13935
5238,295.68607_42.97062
5239,294.3616_50.30526
5241,279.85608_43.6679
5242,295.57608_42.02336
5243,288.62289_41.44548
5244,286.00461_38.28471
5245,285.71191_49.70666
5246,294.16882_46.71461
5249,295.23029_42.51608
5250,284.77811_44.91678
5252,286.28629_43.61598
5253,296.33084_40.89626
5254,289.73917_41.96527
5257,298.93143_40.40491
5258,285.11969_38.86642
5259,293.29364_42.19635
5260,298.14502_40.69809
5261,289.17267_50.63056
5262,296.71689_41.50498
5263,291.92963_39.06711
5264,296.4747_48.85371
5265,292.67807_46.72671
5266,300.78256_44.65501
5268,293.09363_37.51451
5269,297.25504_40.54837
5270,295.05191_40.01262
5272,290.25198_37.7632
5273,292.07089_50.5468
5274,294.47_46.58958
5275,290.64828_41.23407
5276,291.13748_45.11092
5278,290.09695_41.97068
5280,294.32037_45.50128
5281,294.35196_38.6047
5283,297.41443_46.06082
5284,283.78958_47.80643
5286,280.8858_47.56563
5287,294.47156_46.58923
5289,292.16528_37.79405
5290,294.96225_46.22561
5292,294.47_46.58958
5293,287.16849_39.37958
5295,297.26233_43.30434
5296,300.72165_45.3067
5297,294.15271_38.23304
5298,296.67532_40.65001
5300,295.73285_40.26078
5301,295.73285_40.26078
5302,298.82263_46.93913
5304,299.52237_40.61125
5307,296.9978_42.65332
5308,296.44431_42.28735
5309,290.96396_38.4695
5310,292.67807_46.72671
5311,289.7916_39.28533
5312,294.58798_40.16707
5314,292.62747_37.86014
5316,299.24219_41.62323
5318,284.79047_45.23011
5320,296.69699_47.40763
5322,299.07919_40.82898
5323,295.56024_43.20318
5324,286.93588_38.92447
5325,292.69028_37.83498
5326,294.15271_38.23304
5327,299.58337_47.44808
5329,298.78415_47.65555
5330,287.40295_46.57398
5331,292.02042_39.16156
5333,292.62747_37.86014
5334,290.53476_44.77434
5335,290.97394_48.17816
5336,287.15314_45.98383
5337,291.4946_44.5235
5338,291.4946_44.5235
5339,291.85333_42.30669
5340,297.27789_43.56955
5341,283.95078_44.66902
5342,297.55621_43.85499
5344,280.99176_42.61054
5345,293.40939_43.2252
5347,296.39835_43.80353
5348,298.71072_47.03745
5349,296.67294_40.65098
5350,292.72238_42.24203
5353,297.66675_40.65416
5354,285.89816_39.67222
5355,289.8707_41.04073
5357,291.96069_42.43301
5358,295.52621_46.45714
5360,294.30389_40.19256
5362,298.33722_42.43291
5365,290.99725_38.28262
5366,290.91916_50.69639
5367,291.49286_39.05015
5368,300.00583_44.71878
5369,291.08887_42.6139
5371,298.94003_40.41944
5373,296.61591_50.02171
5378,294.75632_49.79209
5380,294.16989_46.42529
5382,293.08649_39.80179
5383,293.08649_39.80179
5384,298.65833_41.13888
5385,295.80582_43.30445
5386,290.41669_41.52578
5388,284.31454_42.58932
5390,297.54337_41.94798
5392,298.77109_47.78541
5393,299.64487_40.6906
5394,298.84415_43.72536
5395,293.96725_42.83328
5396,289.84323_52.07016
5397,290.51895_45.23537
5398,300.19409_45.14574
5399,296.99054_46.599
5400,297.13989_49.38162
5404,295.08237_47.08625
5405,296.08975_48.95537
5406,296.4682_43.80146
5410,299.89651_46.05197
5411,289.71304_47.3435
5412,285.99533_42.5342
5413,297.10815_42.75292
5416,298.00113_40.04788
5417,287.46786_37.96664
5419,292.922_38.67029
5420,287.13596_37.83831
5422,299.85965_40.56395
5423,288.92923_42.5292
5424,293.07538_40.12214
5426,295.66287_44.52584
5427,291.76633_37.09719
5428,290.32596_37.76152
5429,287.75238_38.92979
5430,299.02432_41.82372
5431,292.69629_37.70724
5432,299.54694_40.86127
5435,296.63696_40.36698
5436,290.96289_42.57071
5437,291.38675_42.26051
5438,295.08725_49.1699
5440,296.96957_50.06709
5441,291.04214_51.02632
5442,282.1741_46.45676
5446,285.14658_39.37079
5447,300.4682_44.98143
5448,293.66803_42.22351
5449,289.86264_49.6373
5450,290.27328_47.98647
5452,298.97217_44.13238
5453,299.02353_41.82198
5455,297.18048_43.47711
5456,299.15503_40.28813
5458,285.8418_40.92545
5462,291.98416_38.08837
5465,300.40677_44.41419
5467,293.34497_39.25781
5468,291.65952_50.58388
5470,286.66296_47.4137
5471,284.67484_47.34081
5472,291.88657_44.22456
5473,289.69757_38.40885
5474,288.76028_50.17683
5475,291.63495_41.76569
5476,291.52313_37.88764
5477,294.29193_46.16197
5479,299.84598_40.84531
5480,290.19952_37.77699
5481,300.45883_43.93602
5482,294.31912_49.53213
5483,292.4393_45.95236
5484,298.28323_45.13094
5485,291.15805_42.57628
5486,295.78812_42.84636
5488,289.34863_50.48286
5489,285.08014_39.1839
5490,292.52734_40.7452
5491,298.57938_40.36511
5492,296.05405_45.82705
5493,299.55338_45.52205
5494,293.5192_41.67179
5495,287.17935_38.4337
5496,298.95847_40.86355
5497,293.65988_40.36194
5499,298.91165_47.6583
5500,296.06433_45.42862
5501,289.19958_49.30572
5503,301.11429_44.8258
5505,297.87793_40.10471
5506,294.31943_46.6196
5508,294.51126_38.7905
5510,290.47421_38.42737
5511,290.47714_38.42691
5512,295.36914_40.78712
5513,299.21881_44.18186
5514,282.19843_46.52029
5515,294.77063_39.7512
5518,298.7836_43.85483
5519,288.32785_38.62762
5520,288.32785_38.62762
5521,290.93845_37.70117
5522,290.34445_38.37707
5523,295.74377_50.83092
5524,295.74377_50.83092
5526,295.15491_43.44432
5528,297.69974_40.64147
5529,296.35413_48.86362
5530,298.57819_40.67548
5531,299.81671_45.33282
5532,291.24664_42.56238
5533,294.10733_46.20947
5535,294.30585_40.19378
5536,292.35748_49.51451
5537,290.14914_50.23918
5538,298.30786_41.96539
5540,293.68225_45.5114
5541,293.88541_39.51981
5543,294.59052_41.94651
